parcelid,bathrooms,bedrooms,sqft,county,fireplacecnt,garagecarcnt,lotsize,poolcnt,lat,long,logerror,tract,tax_value,Los Angeles,Orange,Ventura,age,4plusBath,3to5garage,4plusBR,fpover2
11822749,3.0,3.0,1976.0,Los Angeles,0.0,0.0,5035.0,0.0,34.054414,-118.179558,-0.486263225097,5308,284500.0,1,0,0,39.0,0,0,0,0
14216375,2.0,2.0,2000.0,Orange,0.0,2.0,4800.0,0.0,33.84068,-117.779434,0.0306929034807999,219,336722.0,0,1,0,42.0,0,0,0,0
14494244,3.0,4.0,3347.0,Orange,2.0,2.0,7875.0,0.0,33.6267,-117.63987,0.0476523434116,320,789132.0,0,1,0,42.0,0,0,1,0
13060045,3.0,3.0,1847.0,Los Angeles,0.0,0.0,10768.0,0.0,33.996304,-117.80408,-0.0260400647395,4033,190488.0,1,0,0,44.0,0,0,0,0
14086724,1.0,2.0,758.0,Orange,0.0,0.0,6083.0,0.0,33.745727,-117.916719,-0.112004472525,891,569544.0,0,1,0,76.0,0,0,0,0
11928627,2.0,2.0,1354.0,Los Angeles,0.0,0.0,4926.0,0.0,34.109527,-118.077012,-0.13639072833,4801,380741.0,1,0,0,101.0,0,0,0,0
17074439,1.0,2.0,720.0,Ventura,0.0,0.0,3600.0,0.0,34.290817,-119.300018,-0.131246360709,23,154701.0,0,0,1,87.0,0,0,0,0
11205857,2.0,3.0,1312.0,Los Angeles,0.0,0.0,4516.0,1.0,34.562884,-118.066075,-0.0117340496591,9106,155008.0,1,0,0,38.0,0,0,0,0
12514919,2.0,3.0,1481.0,Los Angeles,0.0,0.0,7501.0,0.0,33.789962,-118.112857,-0.0426788666853999,5743,679340.0,1,0,0,68.0,0,0,0,0
14114709,2.0,3.0,1481.0,Orange,1.0,2.0,8400.0,1.0,33.821933,-117.932181,0.0113419847986,871,224525.0,0,1,0,67.0,0,0,0,0
14214264,3.0,3.0,3211.0,Orange,0.0,3.0,10400.0,1.0,33.833896,-117.810874,0.0695025643383999,758,857319.0,0,1,0,32.0,0,1,0,0
10926493,2.0,3.0,1228.0,Los Angeles,0.0,0.0,8921.0,0.0,34.190532,-118.367456,0.0336172436219,1231,159531.0,1,0,0,71.0,0,0,0,0
14505354,2.5,3.0,1803.0,Orange,0.0,2.0,5060.0,0.0,33.655994,-117.645621,0.0433313034671999,320,514915.0,0,1,0,35.0,0,0,0,0
14427894,3.0,4.0,3081.0,Orange,0.0,2.0,9750.0,0.0,33.502181,-117.716828,0.0424954075074,423,891021.0,0,1,0,45.0,0,0,1,0
12840509,1.0,3.0,1224.0,Los Angeles,0.0,0.0,13332.0,0.0,34.049053,-117.935158,-0.0200937248534,4075,54009.0,1,0,0,69.0,0,0,0,0
14073143,2.5,4.0,2587.0,Orange,1.0,2.0,8625.0,1.0,33.702477,-117.961534,0.0675043190784,992,437017.0,0,1,0,45.0,0,0,1,0
12028831,2.0,2.0,1464.0,Los Angeles,0.0,0.0,4250.0,0.0,34.113253,-118.329273,0.119267233334,1896,504547.0,1,0,0,61.0,0,0,0,0
10890671,2.0,2.0,884.0,Los Angeles,0.0,0.0,6997.0,0.0,34.17695,-118.376396,0.1967789381019999,1242,276122.0,1,0,0,98.0,0,0,0,0
17284650,2.5,3.0,2434.0,Ventura,1.0,2.0,7296.0,0.0,34.168569,-118.829931,-0.116208340834,72,411363.0,0,0,1,45.0,0,0,0,0
14485964,2.0,3.0,1503.0,Orange,0.0,1.0,3740.0,0.0,33.615562,-117.638643,0.0691227799963999,320,112827.0,0,1,0,50.0,0,0,0,0
12393943,2.0,4.0,1624.0,Los Angeles,0.0,0.0,5836.0,0.0,33.986768,-118.081666,-0.0162478740519,5008,411947.0,1,0,0,72.0,0,0,1,0
14098358,2.0,3.0,1286.0,Orange,1.0,2.0,6100.0,0.0,33.800223,-118.043344,-0.110624430763,1100,468105.0,0,1,0,59.0,0,0,0,0
14098072,3.0,4.0,3178.0,Orange,1.0,1.0,7770.0,1.0,33.800337,-118.048719,0.0950756433213,1100,926000.0,0,1,0,71.0,0,0,1,0
11973491,3.0,3.0,2007.0,Los Angeles,0.0,0.0,10044.0,0.0,34.128885,-118.198373,0.12712550443,1832,339012.0,1,0,0,46.0,0,0,0,0
13908243,2.0,3.0,1172.0,Orange,0.0,2.0,7696.0,1.0,33.834471,-117.985882,0.0245414693394,868,379685.0,0,1,0,65.0,0,0,0,0
13972146,1.5,3.0,1269.0,Orange,2.0,2.0,1500.0,0.0,33.73209,-117.922852,0.00533797815253,992,400000.0,0,1,0,58.0,0,0,0,0
13928106,2.0,3.0,1194.0,Orange,0.0,0.0,1025.0,0.0,33.787,-118.074,-0.0181461257482999,1100,75349.0,0,1,0,57.0,0,0,0,0
13929928,3.0,4.0,2464.0,Orange,1.0,2.0,7420.0,0.0,33.787044,-117.951393,0.0176100158138,882,411257.0,0,1,0,69.0,0,0,1,0
11496531,4.0,5.0,2565.0,Los Angeles,0.0,0.0,2510.0,0.0,33.870315,-118.386421,0.0489646008321999,6207,983200.0,1,0,0,39.0,1,0,1,0
17087667,2.0,4.0,2326.0,Ventura,1.0,2.0,17031.0,0.0,34.273313,-119.227017,0.204257578785,16,76528.0,0,0,1,62.0,0,0,1,0
11286039,1.0,3.0,1053.0,Los Angeles,0.0,0.0,6220.0,0.0,34.683476,-118.141342,-0.0526428020454,9007,72146.0,1,0,0,70.0,0,0,0,0
11233893,3.0,4.0,2397.0,Los Angeles,0.0,0.0,7244.0,1.0,34.549796,-118.072704,-0.028735432163,9107,196268.0,1,0,0,32.0,0,0,1,0
14382472,2.0,3.0,1494.0,Orange,1.0,2.0,5700.0,0.0,33.591844,-117.678326,0.0260736461111,423,254519.0,0,1,0,48.0,0,0,0,0
13934592,2.0,4.0,1269.0,Orange,0.0,1.0,7600.0,0.0,33.789002,-117.923163,0.117637744467,884,420985.0,0,1,0,69.0,0,0,1,0
11695652,1.0,2.0,1156.0,Los Angeles,0.0,0.0,4880.0,0.0,33.989953,-118.307,-0.881294672753,2325,315385.0,1,0,0,99.0,0,0,0,0
11063448,3.0,3.0,2369.0,Los Angeles,0.0,0.0,11876.0,1.0,34.237662,-118.501879,0.13288945072,1151,581968.0,1,0,0,46.0,0,0,0,0
11210335,2.0,2.0,1260.0,Los Angeles,0.0,0.0,4888.0,0.0,34.5637,-118.042541,0.0650618664914,9107,135970.0,1,0,0,35.0,0,0,0,0
11966821,1.0,2.0,800.0,Los Angeles,0.0,0.0,4751.0,0.0,34.113045,-118.204585,0.00769413898585,1835,480000.0,1,0,0,99.0,0,0,0,0
11867476,1.0,2.0,1264.0,Los Angeles,0.0,0.0,5781.0,0.0,34.086157,-118.156806,-0.0204375543063,4808,60482.0,1,0,0,87.0,0,0,0,0
10828904,2.0,3.0,1900.0,Los Angeles,0.0,0.0,6599.0,1.0,34.203666,-118.454021,-0.0123404402599,1272,102890.0,1,0,0,63.0,0,0,0,0
11311651,3.0,4.0,2774.0,Los Angeles,0.0,0.0,9924.0,0.0,34.668048,-118.104498,-0.0414538073084,9005,286000.0,1,0,0,15.0,0,0,1,0
14210447,2.0,4.0,1800.0,Orange,0.0,2.0,8200.0,1.0,33.844296,-117.838954,-0.0853119607933,762,346702.0,0,1,0,57.0,0,0,1,0
11754921,2.0,2.0,1934.0,Los Angeles,0.0,0.0,7024.0,0.0,34.059667,-118.373089,0.460309726726,2163,983198.0,1,0,0,95.0,0,0,0,0
13853287,2.0,3.0,1431.0,Orange,0.0,2.0,6600.0,0.0,33.918746,-117.973711,0.0223289692546,13,351261.0,0,1,0,64.0,0,0,0,0
12950639,4.0,4.0,3120.0,Los Angeles,0.0,0.0,21562.0,0.0,34.056838,-117.877151,-0.00953757141013,4063,659372.0,1,0,0,27.0,1,0,1,0
12947777,1.0,3.0,1100.0,Los Angeles,0.0,0.0,7293.0,0.0,34.066693,-117.917063,0.0086954987867299,4065,402000.0,1,0,0,69.0,0,0,0,0
17278855,2.0,3.0,1186.0,Ventura,1.0,2.0,11000.0,0.0,34.228991,-118.866617,-0.0153283963502,64,141225.0,0,0,1,57.0,0,0,0,0
12868144,2.0,3.0,1959.0,Los Angeles,0.0,0.0,8245.0,1.0,34.101178,-117.734341,0.0234686549365999,4019,450420.0,1,0,0,65.0,0,0,0,0
10727891,2.0,3.0,1250.0,Los Angeles,0.0,0.0,7685.0,0.0,34.191203,-118.654182,0.0779383222184,1352,447063.0,1,0,0,62.0,0,0,0,0
17211142,3.0,4.0,2233.0,Ventura,1.0,2.0,15100.0,1.0,34.210039,-118.871541,0.0388922404307,66,79309.0,0,0,1,59.0,0,0,1,0
14296101,2.5,4.0,2269.0,Orange,3.0,2.0,3575.0,0.0,33.64732,-117.864175,0.0195295454615,630,649172.0,0,1,0,35.0,0,0,1,1
11349979,3.0,4.0,2541.0,Los Angeles,0.0,0.0,8703.0,1.0,34.473473,-118.641991,0.0219086310915,9201,556000.0,1,0,0,23.0,0,0,1,0
17194475,4.0,4.0,3364.0,Ventura,1.0,2.0,11704.0,0.0,34.174845,-118.96678,0.0482265900186,58,939105.0,0,0,1,21.0,1,0,1,0
17224761,2.0,4.0,2046.0,Ventura,1.0,2.0,6704.0,0.0,34.231485,-118.84243,-0.0276217177848,75,274330.0,0,0,1,38.0,0,0,1,0
14489975,2.0,3.0,1360.0,Orange,1.0,2.0,7320.0,1.0,33.614035,-117.670502,-0.0509105180246,320,102475.0,0,1,0,55.0,0,0,0,0
14098852,3.0,6.0,2250.0,Orange,0.0,2.0,5000.0,0.0,33.792209,-118.03189,0.0362639281239,1100,98857.0,0,1,0,53.0,0,0,1,0
10790752,3.0,4.0,1874.0,Los Angeles,0.0,0.0,7737.0,0.0,34.187092,-118.612685,0.356603231946,1351,168334.0,1,0,0,60.0,0,0,1,0
14200955,2.0,3.0,1394.0,Orange,1.0,2.0,4950.0,0.0,33.875836,-117.703434,0.0294967673455,218,456885.0,0,1,0,36.0,0,0,0,0
14054804,1.5,3.0,1100.0,Orange,0.0,1.0,946.0,0.0,33.673685,-117.958751,0.116397676661,992,385795.0,0,1,0,59.0,0,0,0,0
11529234,2.0,3.0,1526.0,Los Angeles,0.0,0.0,6032.0,1.0,33.9954,-118.400107,-0.0812617701901,7026,393388.0,1,0,0,69.0,0,0,0,0
14483150,3.0,3.0,2940.0,Orange,0.0,2.0,5510.0,0.0,33.640908,-117.562377,0.0554126831204999,320,716201.0,0,1,0,28.0,0,0,0,0
12749852,2.0,3.0,1305.0,Los Angeles,0.0,0.0,6319.0,0.0,33.901216,-118.012851,0.0155216895599,5040,348220.0,1,0,0,67.0,0,0,0,0
12266826,2.0,3.0,1587.0,Los Angeles,0.0,0.0,7506.0,0.0,33.909714,-118.246304,-0.00425135528989,5412,44476.0,1,0,0,71.0,0,0,0,0
12904759,3.0,4.0,2031.0,Los Angeles,0.0,0.0,9734.0,0.0,34.110957,-117.803363,0.0712309050616,4003,264223.0,1,0,0,64.0,0,0,1,0
14274491,2.0,3.0,1200.0,Orange,0.0,2.0,6120.0,0.0,33.651625,-117.928321,0.0352711854729,637,599000.0,0,1,0,66.0,0,0,0,0
17271692,3.0,4.0,2443.0,Ventura,1.0,2.0,5732.0,0.0,34.194215,-118.916762,0.0965626197908,61,519322.0,0,0,1,30.0,0,0,1,0
11289757,2.0,3.0,2092.0,Los Angeles,0.0,0.0,12159.0,1.0,34.688732,-118.119712,-0.195953052969,9005,217006.0,1,0,0,66.0,0,0,0,0
14180034,1.5,2.0,1270.0,Orange,0.0,0.0,784.0,0.0,33.870064,-117.863814,0.00935370261783,117,175603.0,0,1,0,43.0,0,0,0,0
12775672,1.0,3.0,1023.0,Los Angeles,0.0,0.0,5625.0,0.0,34.009217,-118.071672,0.0788340132787,5004,203370.0,1,0,0,71.0,0,0,0,0
12755568,1.0,2.0,832.0,Los Angeles,0.0,0.0,5999.0,0.0,33.900817,-118.088208,-0.00656049912256,5528,348076.0,1,0,0,75.0,0,0,0,0
12365798,2.0,4.0,1781.0,Los Angeles,0.0,0.0,9796.0,1.0,33.973394,-118.185311,0.0475585577919,5338,435541.0,1,0,0,83.0,0,0,1,0
12655546,1.0,4.0,1136.0,Los Angeles,0.0,0.0,4999.0,0.0,33.718552,-118.288577,0.0122790320542999,2976,254721.0,1,0,0,109.0,0,0,1,0
14482882,3.5,4.0,3336.0,Orange,0.0,2.0,5250.0,0.0,33.629828,-117.568869,0.0395874396675,320,795773.0,0,1,0,30.0,1,0,1,0
14196698,2.0,3.0,1567.0,Orange,0.0,2.0,4800.0,0.0,33.905154,-117.772447,0.0255122209598,218,550000.0,0,1,0,39.0,0,0,0,0
14170701,2.5,4.0,1951.0,Orange,1.0,2.0,8075.0,0.0,33.903208,-117.867922,-0.0028946591149899,117,137352.0,0,1,0,46.0,0,0,1,0
11969138,2.0,2.0,1910.0,Los Angeles,0.0,0.0,5840.0,0.0,34.126374,-118.223429,-0.239811786837,1861,84653.0,1,0,0,57.0,0,0,0,0
11021836,1.0,2.0,929.0,Los Angeles,0.0,0.0,7501.0,0.0,34.266158,-118.4296,-0.00634561850349,1044,254327.0,1,0,0,72.0,0,0,0,0
14080346,1.5,3.0,1800.0,Orange,0.0,2.0,2700.0,0.0,33.716544,-118.068591,-0.0606755782564,995,480382.0,0,1,0,61.0,0,0,0,0
14347318,3.0,4.0,2951.0,Orange,1.0,2.0,5000.0,0.0,33.722354,-117.765083,0.00280587280257,524,692602.0,0,1,0,44.0,0,0,1,0
12034259,3.0,5.0,2684.0,Los Angeles,0.0,0.0,9417.0,0.0,34.107106,-118.311999,0.116462323553,1893,489007.0,1,0,0,76.0,0,0,1,0
12232757,1.0,3.0,1080.0,Los Angeles,0.0,0.0,6376.0,0.0,33.933609,-118.246136,0.0190390547211,2426,178840.0,1,0,0,76.0,0,0,0,0
13983391,2.0,3.0,1860.0,Orange,1.0,2.0,6400.0,0.0,33.458615,-117.661283,-0.0497309578935,422,812200.0,0,1,0,55.0,0,0,0,0
14256114,3.0,4.0,2313.0,Orange,2.0,2.0,8260.0,0.0,33.75021,-117.828251,-0.0185376779403,755,649246.0,0,1,0,57.0,0,0,1,0
11129472,2.0,3.0,1263.0,Los Angeles,0.0,0.0,7619.0,0.0,34.45907,-118.536664,-0.0214962078959999,9201,223815.0,1,0,0,39.0,0,0,0,0
11146712,2.0,3.0,1572.0,Los Angeles,0.0,0.0,7070.0,0.0,34.437382,-118.404624,0.00797420760655,9108,384181.0,1,0,0,53.0,0,0,0,0
12390789,1.0,3.0,676.0,Los Angeles,0.0,0.0,4200.0,0.0,34.009874,-118.090028,-0.0222432190815,5006,34328.0,1,0,0,75.0,0,0,0,0
12947301,1.0,2.0,936.0,Los Angeles,0.0,0.0,10615.0,0.0,34.06353,-117.930721,-0.0655004180942,4067,202878.0,1,0,0,74.0,0,0,0,0
14354481,2.5,3.0,2027.0,Orange,0.0,2.0,3744.0,0.0,33.694397,-117.755037,0.12935658197,524,937954.0,0,1,0,17.0,0,0,0,0
12187319,1.0,3.0,997.0,Los Angeles,0.0,0.0,4465.0,0.0,33.979773,-118.252115,-0.0415688577428,5329,127708.0,1,0,0,81.0,0,0,0,0
11814695,1.0,2.0,850.0,Los Angeles,0.0,0.0,4800.0,1.0,34.065291,-118.18497,-0.00872989187467,2014,39509.0,1,0,0,80.0,0,0,0,0
11394447,2.0,3.0,1380.0,Los Angeles,0.0,0.0,6702.0,0.0,33.972483,-118.321713,-0.0511884597475,2352,82839.0,1,0,0,100.0,0,0,0,0
12026463,4.0,5.0,2528.0,Los Angeles,0.0,0.0,5776.0,0.0,34.106287,-118.365143,0.0397988658424,1941,992430.0,1,0,0,94.0,1,0,1,0
14331246,2.5,3.0,1804.0,Orange,0.0,2.0,4200.0,0.0,33.732776,-117.800816,0.00860664561011,525,735000.0,0,1,0,32.0,0,0,0,0
11064174,1.0,3.0,1080.0,Los Angeles,0.0,0.0,9497.0,0.0,34.262017,-118.502547,0.0173721528377,1113,62080.0,1,0,0,69.0,0,0,0,0
10820131,2.0,4.0,2328.0,Los Angeles,0.0,0.0,8020.0,0.0,34.210721,-118.504263,-0.0370817756453,1311,537000.0,1,0,0,72.0,0,0,1,0
11135854,3.0,4.0,3319.0,Los Angeles,0.0,0.0,9107.0,1.0,34.37406,-118.590773,0.0130806056655,9203,719844.0,1,0,0,20.0,0,0,1,0
12911866,2.0,3.0,1068.0,Los Angeles,0.0,0.0,7618.0,0.0,34.102258,-117.859257,-0.00409136652738,4038,110756.0,1,0,0,61.0,0,0,0,0
17172225,1.0,3.0,999.0,Ventura,1.0,2.0,2625.0,0.0,34.166439,-119.229356,-0.157244337407,36,816420.0,0,0,1,70.0,0,0,0,0
11024108,2.0,4.0,1595.0,Los Angeles,0.0,0.0,7499.0,0.0,34.257972,-118.416539,0.0220854239777999,1046,228848.0,1,0,0,75.0,0,0,1,0
10780364,1.0,3.0,1057.0,Los Angeles,0.0,0.0,5585.0,0.0,34.196481,-118.532018,0.00182544574341,1323,319263.0,1,0,0,70.0,0,0,0,0
13983927,1.0,3.0,1080.0,Orange,0.0,2.0,4987.0,0.0,33.460599,-117.657139,0.0146292798857,422,672000.0,0,1,0,50.0,0,0,0,0
14136016,3.5,4.0,3075.0,Orange,0.0,2.0,19800.0,1.0,33.88885,-117.936846,0.0587061210769,17,398950.0,0,1,0,48.0,1,0,1,0
11611750,2.0,3.0,1535.0,Los Angeles,0.0,0.0,5399.0,0.0,34.044554,-118.428291,-0.0650352463457,2678,128571.0,1,0,0,94.0,0,0,0,0
11085030,3.0,4.0,2271.0,Los Angeles,0.0,0.0,7769.0,0.0,34.25436,-118.580607,-0.0105653653284,1133,583000.0,1,0,0,57.0,0,0,1,0
14468830,3.0,3.0,2880.0,Orange,0.0,2.0,7125.0,0.0,33.594395,-117.620497,-0.027071527098,320,412544.0,0,1,0,27.0,0,0,0,0
17293342,3.0,4.0,2336.0,Ventura,1.0,2.0,8105.0,0.0,34.149132,-118.840743,-0.0065572851573,59,756361.0,0,0,1,53.0,0,0,1,0
14299287,2.5,3.0,1605.0,Orange,1.0,2.0,3190.0,0.0,33.679372,-117.828188,0.00975172568393,525,467972.0,0,1,0,35.0,0,0,0,0
10773961,2.0,3.0,1270.0,Los Angeles,0.0,0.0,6944.0,0.0,34.205061,-118.563069,-0.0252596988349,1347,353537.0,1,0,0,69.0,0,0,0,0
11183911,3.0,4.0,2477.0,Los Angeles,0.0,0.0,10215.0,0.0,34.616029,-118.210386,0.0205202479433,9103,228981.0,1,0,0,32.0,0,0,1,0
14300302,2.0,3.0,1216.0,Orange,0.0,2.0,5500.0,1.0,33.692281,-117.776824,-0.0188058159634,525,267053.0,0,1,0,52.0,0,0,0,0
12812235,2.0,4.0,1478.0,Los Angeles,0.0,0.0,12287.0,0.0,34.0303,-117.994,0.0468930601717,4082,73004.0,1,0,0,62.0,0,0,1,0
14266989,2.0,4.0,1771.0,Orange,1.0,2.0,6000.0,1.0,33.695775,-117.897635,-0.00787128204853,639,124947.0,0,1,0,49.0,0,0,1,0
12712915,2.0,4.0,1670.0,Los Angeles,0.0,0.0,10271.0,0.0,33.773529,-118.370925,0.00303873090478,6704,538802.0,1,0,0,63.0,0,0,1,0
13865865,2.5,3.0,1795.0,Orange,0.0,1.0,3225.0,0.0,33.668312,-117.988128,0.0291697661579,993,756656.0,0,1,0,27.0,0,0,0,0
10863711,3.0,4.0,2420.0,Los Angeles,0.0,0.0,10734.0,1.0,34.149717,-118.462371,0.112317541306,1413,153211.0,1,0,0,64.0,0,0,1,0
12253994,2.0,3.0,1651.0,Los Angeles,0.0,0.0,5814.0,0.0,33.890215,-118.288052,-0.0722603718343,2912,105905.0,1,0,0,70.0,0,0,0,0
12398500,1.0,3.0,1228.0,Los Angeles,0.0,0.0,6053.0,0.0,33.9617,-118.095268,-0.0765344051906,5026,68302.0,1,0,0,72.0,0,0,0,0
14427082,2.0,3.0,1803.0,Orange,0.0,2.0,4170.0,0.0,33.489089,-117.666953,0.00846848249116,423,598300.0,0,1,0,20.0,0,0,0,0
11347306,3.0,4.0,2846.0,Los Angeles,0.0,0.0,9262.0,0.0,34.462144,-118.503679,0.0279818187209999,9200,550000.0,1,0,0,20.0,0,0,1,0
14295708,2.0,3.0,1547.0,Orange,1.0,2.0,2572.0,0.0,33.636944,-117.880026,0.0188978462175999,630,806901.0,0,1,0,58.0,0,0,0,0
11149057,3.0,5.0,3028.0,Los Angeles,0.0,0.0,5798.0,0.0,34.431159,-118.437633,0.109350987776,9200,642500.0,1,0,0,19.0,0,0,1,0
12897869,2.0,3.0,1271.0,Los Angeles,0.0,0.0,7125.0,1.0,34.107584,-117.767912,-0.0337863745376,4016,206030.0,1,0,0,66.0,0,0,0,0
12209131,1.0,2.0,1112.0,Los Angeles,0.0,0.0,4635.0,0.0,33.957193,-118.300191,-0.00538471103197,2384,317400.0,1,0,0,94.0,0,0,0,0
11850592,1.0,3.0,1026.0,Los Angeles,0.0,0.0,5492.0,0.0,34.034763,-118.141033,0.0492694573455999,4827,61256.0,1,0,0,75.0,0,0,0,0
12704148,2.0,2.0,1612.0,Los Angeles,0.0,0.0,21558.0,0.0,33.749017,-118.376545,-0.0291985300616,6706,324880.0,1,0,0,71.0,0,0,0,0
11456907,1.0,3.0,1064.0,Los Angeles,0.0,0.0,5999.0,0.0,33.968216,-118.39142,0.0651567081607,2760,640059.0,1,0,0,78.0,0,0,0,0
11850571,1.0,3.0,1026.0,Los Angeles,0.0,0.0,5181.0,0.0,34.035204,-118.142555,-0.0250765438957999,4827,58361.0,1,0,0,75.0,0,0,0,0
10730186,2.0,4.0,1439.0,Los Angeles,0.0,0.0,7812.0,0.0,34.18774,-118.627009,0.0577146176898,1352,305481.0,1,0,0,65.0,0,0,1,0
12900532,3.0,4.0,1994.0,Los Angeles,0.0,0.0,7480.0,0.0,34.115289,-117.776443,0.054494874524,4016,231615.0,1,0,0,41.0,0,0,1,0
10718698,4.0,4.0,2910.0,Los Angeles,0.0,0.0,11012.0,0.0,34.21356,-118.631652,0.0430467271779,1344,111368.0,1,0,0,59.0,1,0,1,0
12132266,3.0,4.0,2097.0,Los Angeles,0.0,0.0,6756.0,1.0,34.165003,-118.064123,0.0106118380967,4305,903572.0,1,0,0,74.0,0,0,1,0
11052485,4.0,5.0,2089.0,Los Angeles,0.0,0.0,8400.0,0.0,34.248413,-118.473351,0.0166051633683,1172,338645.0,1,0,0,63.0,1,0,1,0
11305227,3.0,4.0,2379.0,Los Angeles,0.0,0.0,7053.0,0.0,34.687414,-118.202092,-0.0472803361879,9010,295437.0,1,0,0,8.0,0,0,1,0
14431861,2.0,3.0,1382.0,Orange,1.0,2.0,5712.0,0.0,33.479619,-117.703945,0.0609576599111,423,120268.0,0,1,0,46.0,0,0,0,0
12573432,2.0,4.0,1498.0,Los Angeles,0.0,0.0,3289.0,0.0,33.870975,-118.250447,0.0176526023758,5433,172635.0,1,0,0,56.0,0,0,1,0
11341132,1.0,1.0,718.0,Los Angeles,0.0,0.0,1861.0,0.0,34.675186,-118.441401,0.0832838720558999,9201,55191.0,1,0,0,98.0,0,0,0,0
12308954,2.0,3.0,1497.0,Los Angeles,0.0,0.0,6246.0,0.0,33.963113,-118.195953,0.0208267270904,5345,192146.0,1,0,0,85.0,0,0,0,0
11026317,2.0,3.0,1420.0,Los Angeles,0.0,0.0,6025.0,0.0,34.234526,-118.425787,0.00827527254459,1198,164070.0,1,0,0,66.0,0,0,0,0
13876013,2.0,3.0,1599.0,Orange,0.0,1.0,6489.0,0.0,33.868674,-117.903721,-0.0342347854512,114,67949.0,0,1,0,69.0,0,0,0,0
14493576,2.5,3.0,2043.0,Orange,1.0,2.0,5704.0,0.0,33.631104,-117.655118,-0.140254348792,320,564210.0,0,1,0,46.0,0,0,0,0
11193088,2.0,3.0,1501.0,Los Angeles,0.0,0.0,9938.0,0.0,34.582236,-118.15445,-0.0165421650927999,9104,240000.0,1,0,0,32.0,0,0,0,0
12967250,2.0,3.0,1973.0,Los Angeles,0.0,0.0,7283.0,0.0,34.153827,-117.999859,0.0128711081688999,4303,925786.0,1,0,0,99.0,0,0,0,0
12263115,3.0,4.0,2155.0,Los Angeles,0.0,0.0,5632.0,0.0,33.884491,-118.259842,-0.0341053453674,5431,302897.0,1,0,0,59.0,0,0,1,0
14493165,2.0,4.0,1640.0,Orange,0.0,2.0,6624.0,0.0,33.636139,-117.665237,-0.00539844935196,320,366340.0,0,1,0,47.0,0,0,1,0
14331524,3.0,2.0,1586.0,Orange,0.0,2.0,2106.0,0.0,33.731316,-117.796223,-0.0152964659716,525,339731.0,0,1,0,33.0,0,0,0,0
13918572,2.5,3.0,1495.0,Orange,1.0,2.0,7644.0,0.0,33.82034,-117.996699,0.0155130299028999,869,301860.0,0,1,0,57.0,0,0,0,0
12023415,2.0,2.0,1085.0,Los Angeles,0.0,0.0,2562.0,0.0,34.107399,-118.383008,-0.0832513026396,1943,541127.0,1,0,0,86.0,0,0,0,0
14282474,2.0,3.0,1705.0,Orange,1.0,1.0,10200.0,0.0,33.641741,-117.910998,0.0518081057158,632,312650.0,0,1,0,77.0,0,0,0,0
11765983,1.0,2.0,1118.0,Los Angeles,0.0,0.0,5442.0,0.0,33.997673,-118.273712,-0.0419865779331999,2319,137410.0,1,0,0,114.0,0,0,0,0
14282805,1.0,3.0,966.0,Orange,0.0,1.0,7667.0,0.0,33.636472,-117.903625,0.0873961761063999,632,401234.0,0,1,0,72.0,0,0,0,0
14145585,3.0,3.0,2248.0,Orange,2.0,2.0,9350.0,1.0,33.906072,-117.942155,0.0170528459853,17,494956.0,0,1,0,58.0,0,0,0,0
11199492,2.0,3.0,1264.0,Los Angeles,0.0,0.0,4815.0,0.0,34.566621,-118.102829,0.0243365882702999,9105,103334.0,1,0,0,38.0,0,0,0,0
14159716,3.0,4.0,3320.0,Orange,0.0,2.0,7920.0,1.0,33.929764,-117.883726,-0.129702701865,15,546134.0,0,1,0,35.0,0,0,1,0
11146566,2.0,3.0,1316.0,Los Angeles,0.0,0.0,8003.0,1.0,34.430666,-118.405783,0.0174148429094,9108,270173.0,1,0,0,55.0,0,0,0,0
14099043,3.0,4.0,2304.0,Orange,1.0,2.0,6900.0,0.0,33.792178,-118.027177,0.311049624443,1100,136968.0,0,1,0,50.0,0,0,1,0
12462045,3.0,3.0,1626.0,Los Angeles,0.0,0.0,6169.0,0.0,33.834075,-118.169876,-0.199882190037,5715,298777.0,1,0,0,79.0,0,0,0,0
13924002,2.0,3.0,1470.0,Orange,0.0,2.0,7500.0,0.0,33.842647,-117.881216,0.0173755444376,864,68460.0,0,1,0,65.0,0,0,0,0
11807556,1.0,2.0,821.0,Los Angeles,0.0,0.0,6878.0,0.0,34.056462,-118.197759,-1.20171956392,2031,105292.0,1,0,0,82.0,0,0,0,0
14129657,2.0,3.0,1391.0,Orange,0.0,2.0,7400.0,1.0,33.869951,-117.894056,-0.0258714489586,115,97458.0,0,1,0,64.0,0,0,0,0
12229659,1.0,3.0,1132.0,Los Angeles,0.0,0.0,4875.0,0.0,33.939825,-118.234684,-0.0182689991575,2430,192070.0,1,0,0,84.0,0,0,0,0
12905634,1.0,3.0,1040.0,Los Angeles,0.0,0.0,4835.0,0.0,34.103301,-117.808129,-0.0013585566825699,4013,38680.0,1,0,0,62.0,0,0,0,0
11064140,3.0,3.0,2241.0,Los Angeles,0.0,0.0,9499.0,0.0,34.263238,-118.504721,0.142524286809,1113,395289.0,1,0,0,70.0,0,0,0,0
11064476,2.0,4.0,1976.0,Los Angeles,0.0,0.0,11417.0,0.0,34.269952,-118.51198,-0.0773390741374,1112,92750.0,1,0,0,67.0,0,0,1,0
13990848,2.0,3.0,1117.0,Orange,0.0,1.0,7200.0,0.0,33.812962,-117.965062,0.024352759169,877,465990.0,0,1,0,68.0,0,0,0,0
